TimeStamp,VIXY_close,SPY_close,VIXY_log_ret,SPY_log_ret,VIXY_log_ret_mv,SPY_log_ret_mv,relative,relative_mv,z_score,trade,trade_signal,slope,buy_line,sell_line,VIXY_suggest_shares,SPY_suggest_shares,VIXY_shares,SPY_shares,VIXY_value,SPY_value,p_L,rolling_p_L
2017-08-18,44.189999,240.283249,-0.0298729308701,-0.0015643863026,,,19.0956228781,,,0,,0.0,,,,,0.0,0.0,,,,
2017-08-21,42.439999,240.471344,-0.04040720633,0.000782499064331,,,-51.6386640852,,,0,,0.0,,,,,0.0,0.0,,,,
2017-08-22,39.32,242.985947,-0.0763579949041,0.010402679713,,,-7.34022357803,,,0,,0.0,,,,,0.0,0.0,,,,
2017-08-23,39.66,242.114731,0.00860982781268,-0.00359190154207,,,-2.39701108503,,,0,,,-2.0,2.0,,,0.0,0.0,,,,
2017-08-24,40.759998,241.550446,0.0273580361952,-0.00233337144314,-3.26965871168e-05,-5.86944768753e-05,-11.7246811585,12.6190901789,0.0145245910419,0,,-0.0918612922626,-2.0,2.0,3.0,6.0,0.0,0.0,,,,
2017-08-25,39.630001,242.114731,-0.0281147268511,0.00233337144314,-0.000309767389273,-0.000136023993063,-12.0489718573,12.8788677895,0.0134769425925,0,,-0.0909581421245,-2.0,2.0,3.0,6.0,0.0,0.0,122.279994,1449.302676,,
2017-08-28,39.279999,242.124649,-0.00887097440774,4.09632112177e-05,0.000298343213522,-0.000130584751139,-216.559545603,27.4928210412,-3.0703143543,1,1.0,-0.0918529212336,-2.0,2.0,2.0,6.0,2.0,6.0,118.890003,1452.688386,0.0,
2017-08-29,39.75,242.401855,0.0118943830723,0.00114423474446,0.00109970423136,-0.000110086696607,10.3950549744,26.3813714405,0.597224023336,1,,-0.0918509946399,-2.0,2.0,2.0,6.0,2.0,6.0,78.559998,1452.747894,-0.995163392759,
2017-08-30,39.540001,243.550232,-0.00529699806703,0.00472630602243,0.001315453755,-0.000132524013387,-1.12074800952,26.3460708433,0.409641997914,1,,-0.0907195612479,-2.0,2.0,2.0,6.0,2.0,6.0,79.5,1454.41113,2.59670732563,
2017-08-31,38.459999,245.015457,-0.0276941288737,0.005998085522,0.00070067303102,5.2569818679e-05,-4.61716138794,25.8074604071,0.344115969646,1,,-0.0911755702902,-2.0,2.0,2.0,6.0,2.0,6.0,79.080002,1461.301392,6.45288073648,
2017-09-01,38.349998,245.361938,-0.00286423849757,0.00141312002221,0.00091643538755,0.000129363089498,-2.02688975639,26.2244616217,0.392952024792,1,,-0.0927742698464,-2.0,2.0,2.0,6.0,2.0,6.0,76.919998,1470.092742,6.57495895591,
2017-09-05,40.439999,243.599747,0.0530648937623,-0.00720792112543,0.00328019621738,-0.000102798600795,-7.36202475566,28.9174290653,0.350045029965,1,,-0.0933829093431,-2.0,2.0,2.0,6.0,2.0,6.0,76.699996,1472.171628,1.85710026873,
2017-09-06,39.5,244.431335,-0.0235186975172,0.00340793377926,0.0023600951302,-7.0132253538e-05,-6.901160363,29.203541747,0.362175426994,1,,-0.0950767343074,-2.0,2.0,2.0,6.0,2.0,6.0,80.879998,1461.598482,-6.54121983841,
2017-09-07,39.299999,244.401642,-0.00507617847715,-0.000121485257475,0.00213658380195,-7.5527200752e-05,41.7843167365,29.1561506368,1.15202469277,1,,-0.095431739346,-2.0,2.0,2.0,6.0,2.0,6.0,79.0,1466.58801,3.07883863037,
2017-09-08,40.259998,244.114548,0.0241338771046,-0.00117537162096,0.00267084855296,-8.37079189232e-05,-20.5329758472,29.5500322783,0.146430832067,1,,-0.095337340635,-2.0,2.0,2.0,6.0,2.0,6.0,78.599998,1466.409852,-0.5791869217,
2017-09-11,38.02,246.718246,-0.0572460334743,0.0106094069278,0.000423509308789,0.000309065698973,-5.39578073154,29.4409687672,0.390477415573,1,,-0.0950246598513,-2.0,2.0,2.0,6.0,2.0,6.0,80.519996,1464.687288,0.173346167425,
2017-09-12,37.0,247.549866,-0.0271944244161,0.00336505942648,-0.000251301678304,0.000440141454392,-8.08140985627,30.1187842521,0.357871894673,1,,-0.0987477988417,-2.0,2.0,2.0,6.0,2.0,6.0,76.04,1480.309476,10.9300130741,
2017-09-13,35.709999,247.668655,-0.0354871790412,0.00047974377872,-0.0010022361466,0.000381921124252,-73.9711083611,32.3904614149,-0.675241280431,1,,-0.0987525218532,-2.0,2.0,2.0,6.0,2.0,6.0,74.0,1485.299196,2.91346532372,
2017-09-14,36.189999,247.589447,0.0133520763407,-0.000319865542251,-0.000737836756684,0.000355091003408,-41.7427780646,34.1543731979,-0.123230507338,1,,-0.0973773126391,-2.0,2.0,2.0,6.0,2.0,6.0,71.419998,1486.01193,-1.91348820023,
2017-09-15,35.57,247.92276,-0.0172802239833,0.00134532730199,-0.00173460178444,0.000464658596071,-12.8446244701,34.365831947,0.34948969678,1,,-0.0970864925992,-2.0,2.0,2.0,6.0,2.0,6.0,72.379998,1485.536682,0.478281253768,
2017-09-18,34.0,248.450058,-0.0451420613442,0.00212460545472,-0.00309669631398,0.000474796099141,-21.247267931,34.9957207989,0.223265475655,1,,-0.0969285913352,-2.0,2.0,2.0,6.0,2.0,6.0,71.14,1487.53656,0.747790479041,
2017-09-19,34.0,248.698792,0.0,0.00100064204415,-0.0026831679915,0.000446233338238,0.0,34.7730974958,0.564691331235,1,,-0.0956213464572,-2.0,2.0,2.0,6.0,2.0,6.0,68.0,1490.700348,-0.05097795455,
2017-09-20,34.029999,248.78833,0.000881934510817,0.000359961080427,-0.00359029019106,0.000540364869461,2.45008296389,34.3113445521,0.596980451471,1,,-0.0956068898157,-2.0,2.0,2.0,6.0,2.0,6.0,68.0,1492.192752,1.49165744343,
2017-09-21,34.029999,248.121735,0.0,-0.00268296195555,-0.0044498221109,0.000452281346748,-0.0,13.0653959799,0.212173098755,1,,-0.0964146125406,-2.0,2.0,4.0,6.0,2.0,6.0,68.059998,1492.72998,0.597102861951,
2017-09-22,34.220001,248.171478,0.00556783855975,0.000200458111711,-0.00852293996088,0.000932824906456,27.7755712264,11.8399686338,0.643329284771,1,,-0.0925244540898,-2.0,2.0,4.0,6.0,2.0,6.0,136.119996,1488.73041,-4.00493774624,
2017-09-25,34.290001,247.664063,0.00204349795113,-0.00204670756803,-0.0094286176773,0.000815409094537,-0.998431814613,12.5331061985,0.18731522649,1,,-0.0948896239286,-2.0,2.0,4.0,6.0,2.0,6.0,136.880004,1489.028868,1.05632224932,
2017-09-26,33.869999,247.813309,-0.0123241583328,0.000602433180395,-0.00518472060308,0.000506677401168,-20.4573033722,12.7431467689,-0.125272629573,1,,-0.10510481038,-2.0,2.0,4.0,6.0,2.0,6.0,137.160004,1485.984378,-2.76789264542,
2017-09-27,33.68,248.778381,-0.0056254479309,0.003886787614,-0.00513552898827,0.000640294595486,-1.44732578406,14.7359405038,0.215798018491,1,,-0.105035037234,-2.0,2.0,3.0,6.0,2.0,6.0,135.479996,1486.879854,-0.795175311371,
2017-09-28,33.169998,249.076859,-0.0152583967106,0.00119905551566,-0.00544843861289,0.000622168127993,-12.7253463341,15.0478292749,0.0377155352278,1,,-0.105053392259,-2.0,2.0,3.0,6.0,2.0,6.0,101.04,1492.670286,5.01705053686,
2017-09-29,32.529999,249.952377,-0.0194830829191,0.0035088881979,-0.0112069572546,0.00126291965995,-5.55249464226,14.9077760023,0.151923373692,1,,-0.107632731332,-2.0,2.0,3.0,6.0,2.0,6.0,99.509994,1494.461154,0.248086135849,
2017-10-02,31.84,251.036835,-0.0214393487682,0.00432927363632,-0.0109258378512,0.00145937499125,-4.95218149029,15.7093694813,0.174689378986,1,,-0.113026960874,-2.0,2.0,3.0,6.0,2.0,6.0,97.589997,1499.714262,3.3051356411,
2017-10-03,31.77,251.574097,-0.00220091269476,0.00213788507343,-0.00965229473006,0.00150455452489,-1.02948129538,14.0223967216,0.210996064113,1,,-0.120551924903,-2.0,2.0,4.0,6.0,2.0,6.0,95.52,1506.22101,4.40040743452,
2017-10-04,31.83,251.872574,0.00188679301258,0.00118573446668,-0.00704413513283,0.00119732301667,1.5912441323,13.7246811313,0.248720155782,1,,-0.11553406028,-2.0,2.0,4.0,6.0,2.0,6.0,127.08,1509.444582,3.00989623396,
2017-10-05,30.75,253.364944,-0.0345192470415,0.00590761488261,-0.0084817709613,0.00151397356416,-5.84317829232,13.8395533715,0.129855664686,1,,-0.11140190232,-2.0,2.0,4.0,6.0,2.0,6.0,127.32,1511.235444,2.02957412246,
2017-10-06,30.82,253.076401,0.00227383563944,-0.00113949239757,-0.00931791097983,0.00155376953235,-1.99548118468,13.5152467057,0.187073116749,1,,-0.114821633272,-2.0,2.0,4.0,6.0,2.0,6.0,123.0,1520.189664,4.53280646679,
2017-10-09,31.4,252.658539,0.0186440630222,-0.00165249446712,-0.00775928465072,0.00142090733534,-11.2823754592,13.4896934924,0.0358453358608,1,,-0.118113011438,-2.0,2.0,4.0,6.0,2.0,6.0,123.28,1518.458406,-1.45256278134,42.3908165493
2017-10-10,30.73,253.325134,-0.0215685167718,0.00263484938831,-0.00818253606285,0.00150737020791,-8.18586324802,6.5439040806,-0.0266642943785,1,,-0.118149459924,-2.0,2.0,7.0,6.0,2.0,6.0,125.6,1515.951234,-0.210804025083,42.1800125243
2017-10-11,30.09,253.723114,-0.0210464855004,0.00156979176359,-0.00928056501528,0.00152155544188,-13.4071830345,7.33731201423,-0.0985705557938,1,,-0.120755751735,-2.0,2.0,6.0,6.0,2.0,6.0,215.11,1519.950804,1.28529747507,44.4604733921
2017-10-12,29.91,253.345032,-0.0060000180001,-0.00149124756918,-0.00930399901305,0.00131430365549,4.02348887207,7.16583745151,0.181707010083,1,,-0.12064517326,-2.0,2.0,7.0,6.0,2.0,6.0,180.54,1522.338684,-2.14130324282,39.7224628236
2017-10-13,29.379999,253.653458,-0.0178787359329,0.00121667438515,-0.00897681924835,0.00115492328427,-14.6947582287,7.5017573462,-0.116809416947,1,,-0.117756055609,-2.0,2.0,7.0,6.0,2.0,6.0,209.37,1520.070192,-3.35342711172,29.9161549754
2017-10-16,28.85,253.99173,-0.0182041437549,0.00133271055479,-0.0094881494236,0.00115224296869,-13.6594879432,7.88951061909,-0.093700487186,1,,-0.117540059359,-2.0,2.0,6.0,6.0,2.0,6.0,205.659993,1521.920748,-1.89384047603,21.4473555435
2017-10-17,28.940001,254.170822,0.00311476280348,0.000704861098914,-0.0111531537889,0.00141600237616,4.41897390603,7.4968106637,0.193504195368,1,,-0.109841769551,-2.0,2.0,7.0,6.0,2.0,6.0,173.1,1523.95038,-1.71558423279,17.874671042
2017-10-18,28.780001,254.41954,-0.00554401955201,0.000978068160196,-0.0105539978567,0.00133500685553,-5.66833660233,7.45571653835,0.0290258282458,1,,-0.107661032066,-2.0,2.0,7.0,6.0,2.0,6.0,202.580007,1525.024932,1.61333878082,26.0292296612
2017-10-19,28.58,254.489182,-0.00697356370385,0.000273691518436,-0.0106172440309,0.00134817941473,-25.4796485609,9.69784871493,-0.256285640512,1,,-0.107044891867,-2.0,2.0,5.0,6.0,2.0,6.0,201.460007,1526.51724,0.368470809838,23.3188618407
2017-10-20,28.049999,255.80246,-0.0187185761836,0.00514717777579,-0.0120456591405,0.00155893106128,-3.63666789822,9.13463844996,0.0892832831566,1,,-0.112557063759,-2.0,2.0,6.0,6.0,2.0,6.0,142.9,1526.935092,-0.987099371259,22.9109493911
2017-10-23,28.950001,254.807541,0.0315816422432,-0.00389698696525,-0.00908473661663,0.00107538459818,-8.10411800831,9.22491635919,0.0182009990015,1,,-0.0858425723846,-2.0,2.0,6.0,6.0,2.0,6.0,168.299994,1534.81476,5.18452183397,27.9221250577
2017-10-24,29.25,255.255264,0.0103093351165,0.00175556072939,-0.00783461129888,0.00102173464161,5.87238877241,8.75978973823,0.237616575947,1,,-0.0922523482871,-2.0,2.0,6.0,6.0,2.0,6.0,173.700006,1528.845246,-0.665962913747,16.3261490699
2017-10-25,30.219999,253.99173,0.0326243500761,-0.00496237231747,-0.00556422699497,0.000840330771738,-6.57434549221,6.51323097594,-0.000992457964358,1,,-0.0983285830479,-2.0,2.0,7.0,6.0,2.0,6.0,175.5,1531.531584,4.47471224679,17.8873959929
2017-10-26,30.08,254.320053,-0.00464342467229,0.00129181756803,-0.00616407702874,0.000894053542081,-3.59448949077,5.24162135681,0.0267482954679,1,,-0.109776283276,-2.0,2.0,8.0,5.0,2.0,6.0,211.539993,1523.95038,-1.87445649743,17.9264276957
2017-10-27,28.43,256.399414,-0.0564155734187,0.00814291455109,-0.00746858867658,0.00112063978372,-6.92817946999,5.04440652347,-0.0305911848388,1,,-0.110753880973,-2.0,2.0,9.0,5.0,2.0,6.0,240.64,1271.600265,0.986395851022,18.434542293
2017-10-30,28.68,255.444305,0.00875509006851,-0.00373203801519,-0.00567201696282,0.000925418334721,-2.34592735467,4.41436183759,0.033589961949,1,,-0.133116662133,-2.0,2.0,10.0,5.0,2.0,6.0,255.87,1281.99707,-3.22131128644,14.4654405275
2017-10-31,28.16,255.84227,-0.0182974844416,0.00155672024194,-0.00628193311088,0.000943954274647,-11.7538681316,4.80615744198,-0.112826071903,1,,-0.138017240274,-2.0,2.0,10.0,5.0,2.0,6.0,286.8,1277.221525,-2.54429690477,11.9721215773
2017-11-01,28.309999,256.180542,0.00531253251076,0.00132131632141,-0.00613424651088,0.000975999449347,4.02063640982,4.75380566045,0.142490940708,1,,-0.136956631936,-2.0,2.0,10.0,5.0,2.0,6.0,281.6,1279.21135,-3.25944193643,7.22102219744
2017-11-02,28.0,256.280029,-0.0110105536254,0.000388271827648,-0.00650126496506,0.00107837390879,-28.3578483973,5.69906727369,-0.367963115118,1,,-0.132699194263,-2.0,2.0,8.0,5.0,2.0,6.0,283.09999,1280.90271,3.18625199032,9.8101713258
2017-11-03,27.940001,257.135681,-0.00214512055541,0.00333317728901,-0.00675836360223,0.00118279788136,-0.643566294083,6.64637185771,0.0974814586269,1,,-0.133021191319,-2.0,2.0,8.0,6.0,2.0,6.0,224.0,1281.400145,-2.61974918499,11.1953598871
2017-11-06,27.67,257.53363,-0.00971059582096,0.00154642630054,-0.00715016672797,0.00130256901032,-6.2793783432,6.82240340866,0.00881835583237,1,,-0.129599946907,-2.0,2.0,7.0,6.0,2.0,6.0,223.520008,1542.814086,3.79062685703,13.9296644948
2017-11-07,27.84,257.354553,0.00612504166738,-0.000695595716247,-0.00653519339463,0.00125930138043,-8.80546202962,6.43400869724,-0.03851078091,1,,-0.130362637606,-2.0,2.0,8.0,6.0,2.0,6.0,193.69,1545.20178,0.215335823848,16.912892964
2017-11-08,27.85,257.792297,0.000359130907074,0.00169949250533,-0.00633570743336,0.00118639154347,0.211316558294,6.37872061916,0.107017698584,1,,-0.131055991785,-2.0,2.0,8.0,6.0,2.0,6.0,222.72,1544.127318,0.11152358165,17.8195918571
2017-11-09,28.27,256.857086,0.0149682053322,-0.00363436568777,-0.00532815403193,0.00102527750336,-4.11851932858,6.09182638565,0.0320451575855,1,,-0.131166836442,-2.0,2.0,8.0,6.0,2.0,6.0,222.8,1546.753782,2.70421843984,15.50675976
2017-11-10,28.9,256.777496,0.0220404234129,-0.000309909042055,-0.0039440371542,0.000897984262026,-71.1190072633,8.27737680635,-1.0205051179,1,,-0.134557418566,-2.0,2.0,6.0,6.0,2.0,6.0,226.16,1541.142516,-2.28655272471,12.9721208995
2017-11-13,28.99,257.016266,0.00310934781518,0.000929439144061,-0.00312574726809,0.000784656445617,3.34540226226,8.00079068126,0.184254416751,1,,-0.12649122991,-2.0,2.0,6.0,6.0,2.0,6.0,173.4,1540.664976,4.50704815825,14.1740334166
2017-11-14,29.219999,256.419342,0.00790242916585,-0.0023252157024,-0.00278896920607,0.000635886419756,-3.39857896096,8.07976060345,0.0760191896557,1,,-0.126033576109,-2.0,2.0,6.0,6.0,2.0,6.0,173.94,1542.097596,1.97111524773,11.7447412298
2017-11-15,30.290001,255.13588,0.0359642859539,-0.00501789303619,-0.00165305277469,0.000429098836327,-7.16720856634,8.37170902674,0.0195602640386,1,,-0.128328351203,-2.0,2.0,6.0,6.0,2.0,6.0,175.319994,1538.516052,-2.21116101574,6.52368398015
2017-11-16,29.059999,257.304779,-0.0414550343228,0.00846502678206,-0.00188424568407,0.000514345899642,-4.89721242355,8.34017683111,0.0559113882488,1,,-0.126546250212,-2.0,2.0,6.0,6.0,2.0,6.0,181.740006,1530.81528,-1.41485058574,3.07925927195
2017-11-17,28.6,256.548645,-0.0159559059048,-0.00294299701214,-0.00249190373554,0.000454229079156,5.42165209104,8.09293905525,0.219467721172,1,,-0.136081265853,-2.0,2.0,6.0,6.0,2.0,6.0,174.359994,1543.828674,5.42435415704,3.9708069622
2017-11-20,27.700001,256.98642,-0.0319742685314,0.00170494727968,-0.00417918145399,0.00056614380405,-18.7538165623,8.34198709202,-0.169080992709,1,,-0.131355320397,-2.0,2.0,6.0,6.0,2.0,6.0,171.6,1539.29187,-7.32555483265,-1.90218508912
2017-11-21,26.620001,258.667816,-0.0397695987617,0.00652143177202,-0.00478588418699,0.000695696550173,-6.09829254556,8.27240140194,0.0353060415313,1,,-0.125814979299,-2.0,2.0,7.0,6.0,2.0,6.0,166.200006,1541.91852,-2.86237299361,-4.55375405764
2017-11-22,26.389999,258.438995,-0.00867773791061,-0.00088500483872,-0.00437359260066,0.000613869996763,9.80529996103,7.49865196876,0.281004349757,1,,-0.131159973105,-2.0,2.0,7.0,6.0,2.0,6.0,186.340007,1552.006896,3.44580887339,-2.39324265933
2017-11-24,26.27,259.035919,-0.00455750892464,0.00230706551608,-0.00432550896481,0.000740480432938,-1.97545708732,7.69861683407,0.0929402017365,1,,-0.130763892713,-2.0,2.0,7.0,6.0,2.0,6.0,184.729993,1550.63397,-2.99054335569,-3.2424827722
2017-11-27,26.209999,258.906616,-0.00228662451551,-0.000499294782523,-0.00380577191757,0.000683281460682,4.57970841184,7.05613461272,0.188958136052,1,,-0.132173015548,-2.0,2.0,8.0,6.0,2.0,6.0,183.89,1554.215514,2.7355055685,2.84644990802
2017-11-28,25.860001,261.533173,-0.0134435671685,0.0100936913569,-0.00364708603135,0.000975314154085,-1.33187816956,6.64521428693,0.086284946165,1,,-0.133734639048,-2.0,2.0,8.0,5.0,2.0,6.0,209.679992,1553.439696,-1.19649907921,3.54379130484
2017-11-29,26.450001,261.373993,0.022558784098,-0.000608827016599,-0.0029989519882,0.000931524550235,-37.0528631007,8.02760885382,-0.471350286297,1,,-0.140164002461,-2.0,2.0,7.0,6.0,2.0,6.0,206.880008,1307.665865,12.8610937766,18.1204693142
2017-11-30,26.530001,263.662323,0.00302000973133,0.00871689984109,-0.00271348434542,0.00118948560626,0.346454563708,7.82711581495,0.132733195213,1,,-0.136273448018,-2.0,2.0,7.0,6.0,2.0,6.0,185.150007,1568.243958,3.87081912737,20.3779496608
2017-12-01,27.26,263.115082,0.0271442204256,-0.0020776942658,-0.00157622487444,0.00111110608012,-13.0645884105,7.41328047661,-0.0917733774159,1,,-0.133153459337,-2.0,2.0,7.0,6.0,2.0,6.0,185.710007,1581.973938,14.2293803312,34.2388591821
2017-12-04,27.040001,262.796753,-0.00810313811138,-0.00121057948383,-0.0012223769387,0.000899180838136,6.69360270816,7.06893812306,0.223494254548,1,,-0.129641756396,-2.0,2.0,7.0,6.0,2.0,6.0,190.82,1578.690492,1.75409518561,36.980053739
2017-12-05,26.92,261.851563,-0.00444778338048,-0.00360314135684,-0.00242335779283,0.00090897569175,1.2344182312,6.75765358174,0.129785782584,1,,-0.12661843653,-2.0,2.0,8.0,5.0,2.0,6.0,189.280007,1576.780518,-3.45737113534,28.3381607697
2017-12-06,26.91,261.901306,-0.000371540037713,0.000189948363413,-0.00277938696464,0.000856788612884,-1.95600546926,7.01860005647,0.0822130751307,1,,-0.128341099745,-2.0,2.0,7.0,6.0,2.0,6.0,215.36,1309.257815,-6.52323956445,22.480884119
2017-12-07,26.01,262.727081,-0.0340168852783,0.0031480404127,-0.00500076147645,0.00112713570389,-10.8057333511,7.15964631843,-0.0592099608194,1,,-0.124429073141,-2.0,2.0,8.0,6.0,2.0,6.0,188.37,1571.407836,0.168676516723,18.1748483889
2017-12-08,25.190001,264.15976,-0.0320339493977,0.00543829308107,-0.00591377896729,0.00126535155432,-5.89044189421,7.23617806521,0.021853835425,1,,-0.120643491617,-2.0,2.0,8.0,5.0,2.0,6.0,208.08,1576.362486,-1.4609053073,18.588399579
2017-12-11,24.32,264.955688,-0.0351480729648,0.00300852527875,-0.0052048622855,0.00109420524525,-11.682824543,7.39466623431,-0.069636759399,1,,-0.119385791731,-2.0,2.0,8.0,5.0,2.0,6.0,201.520008,1320.7988,1.90709701019,19.5091007382
2017-12-12,24.379999,265.423309,0.00246402593793,0.00176334705489,-0.00541456442318,0.00127738474758,1.39735733309,7.26989007805,0.140750172726,1,,-0.11085403617,-2.0,2.0,8.0,5.0,2.0,6.0,194.56,1324.77844,-3.10938336711,19.6210286575
2017-12-13,24.290001,265.393463,-0.00369829885261,-0.00011245311605,-0.00492792490355,0.00122174563565,32.8874733091,5.78184536336,0.627963299552,1,,-0.111229494185,-2.0,2.0,10.0,5.0,2.0,6.0,195.039992,1327.116545,2.81544504704,24.9807706093
2017-12-14,24.18,264.30899,-0.00453893899664,-0.00409465543935,-0.00525630728713,0.00104121324362,1.10850328284,5.8789164676,0.113470919904,1,,-0.11254144909,-2.0,2.0,10.0,5.0,2.0,6.0,242.90001,1326.967315,-0.870554569473,27.3696579763
2017-12-15,23.360001,266.51001,-0.0345006444184,0.00829296846674,-0.00603931031357,0.00130470313159,-4.1602285788,5.07232914031,0.0148118895754,1,,-0.113574199027,-2.0,2.0,11.0,5.0,2.0,6.0,241.8,1321.54495,-6.53598226188,17.6474237241
2017-12-18,23.040001,268.200012,-0.0137933215378,0.00632121171419,-0.00642758367964,0.0014043042791,-2.18206922366,5.1236125713,0.0477686530244,1,,-0.123659976707,-2.0,2.0,11.0,5.0,2.0,6.0,256.960011,1332.55005,2.61727477737,22.8844476865
2017-12-19,23.139999,267.170013,0.00433079931985,-0.00384780702212,-0.00595953717495,0.00122449650168,-1.12552404394,4.95181742799,0.0621363887698,1,,-0.126279308075,-2.0,2.0,11.0,5.0,2.0,6.0,253.440011,1341.00006,4.87899893174,23.9728197612
2017-12-20,23.07,267.029999,-0.00302960636466,-0.000524200674133,-0.00626469210935,0.00123020966975,5.77947819252,4.46565275392,0.166373922643,1,,-0.129226882829,-2.0,2.0,12.0,5.0,2.0,6.0,254.539989,1335.850065,-4.06231162027,19.695172317
2017-12-21,22.889999,267.579987,-0.00783298190839,0.00205753056782,-0.00653776253653,0.00124214427183,-3.80698203512,4.59959604036,0.0128715095868,1,,-0.130363921028,-2.0,2.0,12.0,5.0,2.0,6.0,276.84,1335.149995,-1.47140947535,18.11223926
2017-12-22,23.030001,267.51001,0.00609766697694,-0.000261552265194,-0.00683344714838,0.00135457138592,-23.3133785801,5.23942468208,-0.293508655321,1,,-0.126409491303,-2.0,2.0,11.0,5.0,2.0,6.0,274.679988,1337.899935,0.578629215817,15.986650036
2017-12-26,23.030001,267.190002,0.0,-0.00119696289892,-0.00756812792881,0.00132500292402,-0.0,2.86879110664,0.0465872063665,1,,-0.131901332262,-2.0,2.0,17.0,5.0,2.0,6.0,253.330011,1337.55005,1.32497633345,19.5981790942
2017-12-27,23.16,267.320007,0.00562889545058,0.000486445530952,-0.00748414300763,0.00131023647025,11.5714814762,2.59458846617,0.230047291446,1,,-0.134062779622,-2.0,2.0,19.0,5.0,2.0,6.0,391.510017,1335.95001,-1.60099778529,13.4901331506
2017-12-28,22.780001,267.869995,-0.0165436507876,0.00205530070275,-0.00829901233941,0.00145625368376,-8.04926051233,2.74961118455,-0.0860626820587,1,,-0.130515038289,-2.0,2.0,18.0,5.0,2.0,6.0,440.04,1336.600035,2.85363586549,14.3726537684
