,ave_return,pairs,sharp_ratio,total_return,volatility
0,1.4511531614,"('AADR', 'AAXJ')",0.0895967241185,169.784919884,16.1964979822
1,2.00559401976,"('AADR', 'ACIM')",0.149303807287,234.654500312,13.4329730514
2,1.71585197806,"('AADR', 'ACSI')",0.145221936748,200.754681434,11.8153773217
3,-2.46813983733,"('AADR', 'ACT')",-0.0899073434706,-49.3627967465,27.4520383102
4,1.65987501975,"('AADR', 'ACWF')",0.120778176783,192.545502291,13.7431700325
5,1.63469332679,"('AADR', 'ACWI')",0.125713012426,191.259119234,13.003374076
6,0.837516400244,"('AADR', 'ACWV')",0.0679248137721,97.1519024283,12.3300507389
7,1.26614910882,"('AADR', 'ACWX')",0.0857820880028,148.139445732,14.7600639982
8,1.65682112132,"('AADR', 'ADRA')",0.118091029146,187.220786709,14.0300337232
9,1.58220367208,"('AADR', 'ADRD')",0.10755545495,183.535625961,14.7105850914
10,1.5670367552,"('AADR', 'ADRE')",0.094906499014,183.343300358,16.5113745789
11,0.0749258119189,"('AADR', 'ADRU')",0.00429098522945,4.72032615089,17.4612141297
12,2.24885158397,"('AADR', 'AFK')",0.146574403308,263.115635325,15.342730608
13,1.61572734598,"('AADR', 'AFTY')",0.0991800305255,189.040099479,16.2908534855
14,0.431731743272,"('AADR', 'AGG')",0.0462612890076,50.5126139628,9.33246246557
15,0.0494128295444,"('AADR', 'AGGE')",0.00587255370168,5.73188822715,8.41419798856
16,0.575786405306,"('AADR', 'AGGP')",0.0568322787488,65.6396502049,10.1313270906
17,0.178843402752,"('AADR', 'AGGY')",0.0250246179284,20.924678122,7.14669863347
18,1.81916946094,"('AADR', 'AGND')",0.136230493991,132.799370648,13.353614214
19,0.11332200706,"('AADR', 'AGQ')",0.00591095386538,13.258674826,19.1715262275
20,1.96885535932,"('AADR', 'AGT')",0.112552448016,222.480655603,17.4927813124
21,0.0197844153278,"('AADR', 'AGZ')",0.00270819610496,2.29499217803,7.30538504637
22,1.27990055966,"('AADR', 'AGZD')",0.184413389179,148.468464921,6.9403884683
23,1.96924044868,"('AADR', 'AIA')",0.121257855692,230.401132496,16.2401061559
24,1.97274423967,"('AADR', 'AIEQ')",0.107777185824,116.39191014,18.3039130646
25,1.614212156,"('AADR', 'AIRR')",0.115069763931,185.63439794,14.028117386
26,1.75689821707,"('AADR', 'ALFA')",0.134728104565,202.043294963,13.0403246059
27,0.468278182776,"('AADR', 'ALTS')",0.0529804954047,54.7885473848,8.83869014811
28,0.637263101433,"('AADR', 'ALTY')",0.0564516381053,73.2852566648,11.2886556143
29,-0.0594455059192,"('AADR', 'AMCA')",-0.00266593405881,-1.78336517757,22.2981906558
30,0.944725000898,"('AADR', 'AMJ')",0.0635148220793,110.532825105,14.8740871811
31,1.745521086,"('AADR', 'AMJL')",0.0870537546471,198.989403804,20.0510718128
32,1.10054561487,"('AADR', 'AMLP')",0.0726356684064,125.462200095,15.1515865279
33,1.63251938176,"('AADR', 'AMU')",0.10649913578,191.004767666,15.3289448765
34,1.42622306407,"('AADR', 'AMZA')",0.0906976644139,164.015652368,15.7250252615
35,1.59633639043,"('AADR', 'ANGL')",0.166146425012,186.771357681,9.60800926244
36,1.34091057292,"('AADR', 'AOA')",0.115273148293,155.545626459,11.632462484
37,1.08392377554,"('AADR', 'AOK')",0.117214100012,125.735157963,9.24738385082
38,0.386159054595,"('AADR', 'AOM')",0.0441912423946,44.7944503331,8.73836157732
39,1.30635996634,"('AADR', 'AOR')",0.11397828478,152.844116061,11.4614811835
40,2.43411361411,"('AADR', 'ARGT')",0.142995556573,282.357179236,17.0223024578
41,1.86286200795,"('AADR', 'ARKG')",0.109614974694,216.091992923,16.9945941525
42,2.31377882771,"('AADR', 'ARKK')",0.13742900953,268.398344015,16.8361748049
43,2.35935560867,"('AADR', 'ARKQ')",0.14298460427,276.044606214,16.5007667833
44,2.19176136071,"('AADR', 'ARKW')",0.126991727363,256.436079203,17.2590877078
45,2.43588764772,"('AADR', 'ASEA')",0.174246009446,284.998854783,13.9795892914
46,0.981908520756,"('AADR', 'ASET')",0.0822672345176,111.937571366,11.9355965533
47,1.56115927627,"('AADR', 'ASHR')",0.100047792742,181.094476047,15.6041351186
48,0.992077975665,"('AADR', 'ASHS')",0.0638649979946,116.073123153,15.5339858579
49,2.73990544564,"('AADR', 'ASHX')",0.151841773326,156.174610401,18.04447739
50,0.89890394344,"('AADR', 'ATMP')",0.0615962928697,104.272857439,14.5934747297
51,1.54890046377,"('AADR', 'AUSE')",0.115364539659,178.123553334,13.4261400284
52,1.60429640582,"('AADR', 'AXJL')",0.115073385499,187.702679481,13.9415069685
53,1.93883672448,"('AADR', 'AXJV')",0.137569334026,153.168101234,14.0935240997
54,0.91425261796,"('AADR', 'AYT')",0.0466690193873,68.568946347,19.5901398822
55,0.989187672142,"('AADR', 'BAB')",0.121031981638,115.734957641,8.17294452885
56,1.40240186068,"('AADR', 'BAL')",0.0895172631582,164.0810177,15.6662727524
57,0.436869694102,"('AADR', 'BAR')",0.0402140086177,38.444533081,10.863619647
58,1.71485410834,"('AADR', 'BBC')",0.0952737131327,200.637930676,17.999236641
59,0.599679870514,"('AADR', 'BBH')",0.0386431916027,70.1625448502,15.5183835921
60,1.11730668047,"('AADR', 'BBP')",0.065708251081,130.724881615,17.0040544693
61,1.82507588979,"('AADR', 'BBRC')",0.128849304662,209.883727325,14.1644217218
62,-2.92882459832,"('AADR', 'BCD')",-0.176148239721,-52.7188427697,16.6270443744
