,0,1
0,AAPL,AMZN
1,AAPL,ADBE
2,AAPL,GOOGL
3,AAPL,AKAM
4,AAPL,ARNA
5,AAPL,PANW
6,AAPL,AET
7,AAPL,ORLY
8,AAPL,AZO
9,AAPL,AN
10,AAPL,AMP
11,AAPL,AAP
12,AAPL,ABC
13,AAPL,ABMD
14,AAPL,ABAX
15,AAPL,CAR
16,AAPL,PKG
17,AAPL,AOS
18,AAPL,SPR
19,AAPL,AZPN
20,AAPL,GPI
21,AAPL,AE
22,AAPL,ASGN
