,index,Ticker,Price,Volume
786,1784,BLDR,21.42,446404.0
787,1786,BIF,11.56,75972.0
788,1787,BHLB,37.95,42942.0
789,1788,BDGE,34.3,42435.0
790,1790,BCOM,19.1,300.0
791,1791,BANF,55.75,12287.0
792,1793,UBOH,22.0,0.0
793,1796,SVA,8.27,30874.0
794,1797,SALT,7.6,141188.0
795,1798,RBC,77.9,53173.0
796,1799,QSR,60.39,585230.0
797,1800,PFBC,64.42,34000.0
798,1801,PBT,9.2,28985.0
799,1803,IBOC,41.5,35847.0
800,1804,HYT,10.87,284787.0
801,1805,HFBC,14.93,7322.0
802,1806,GSBC,50.75,9569.0
803,1807,GLDI,9.23,13589.0
804,1810,CBAN,14.35,0.0
805,1812,BRT,13.4,15627.0
806,1813,BRID,16.855,331.0
807,1814,BRFS,11.13,727307.0
808,1816,BLBD,21.15,17575.0
809,1817,BKSC,19.25,950.0
810,1821,BBW,8.6,42956.0
811,1822,BBDO,12.4,100.0
812,1824,STBA,40.36,44164.0
813,1825,SFST,43.55,11519.0
814,1826,SBSI,34.33,100912.0
815,1829,PLAY,47.0,1026207.0
816,1830,OSBC,14.7,42930.0
817,1831,MHE,13.9415,0.0
818,1832,LBRDA,94.64,88626.0
819,1834,KFFB,8.75,0.0
820,1836,ISBC,13.69,741469.0
821,1837,GFED,22.1,206.0
822,1838,FNLC,28.15,3496.0
823,1840,FCCY,19.35,100.0
824,1841,FBC,37.25,39272.0
825,1842,CHRS,10.1,320232.0
826,1843,BWINA,23.03,1000.0
827,1846,BSET,33.95,10946.0
828,1847,BOOT,17.53,793425.0
829,1848,BOOM,22.9,22457.0
830,1849,BNFT,25.2,74508.0
831,1851,BHBK,19.3,21068.0
832,1852,BGT,13.8,15100.0
833,1856,BANR,54.34,114915.0
834,1857,WAYN,18.2,0.0
835,1858,UCBA,20.25,0.0
836,1859,UBA,19.42,20121.0
837,1860,TCBK,36.98,61794.0
838,1861,SMBC,38.33,3850.0
839,1862,SHBI,18.22,6058.0
840,1865,OFG,11.4,106865.0
841,1867,MUH,14.17,7463.0
842,1869,MFT,13.43,8989.0
843,1870,MBWM,34.89,18619.0
844,1873,INF,13.09,58888.0
845,1874,INDB,71.35,26540.0
846,1875,ICBK,28.8,2980.0
847,1878,GBCI,39.22,212274.0
848,1880,FSBW,57.35,7979.0
849,1881,FRC,89.55,323649.0
850,1882,FRBA,13.9,5800.0
851,1883,FBIZ,24.47,4223.0
852,1884,EPAY,36.5,154842.0
853,1885,ENZ,7.36,26263.0
854,1886,CUBA,7.46,1335.0
855,1891,BXC,16.19,35730.0
856,1894,BT,18.76,581928.0
857,1897,BSF,10.26,9577.0
858,1898,BOTJ,14.68,4584.0
859,1899,BOE,12.63,161654.0
860,1900,BNY,13.64,11194.0
861,1901,BLW,15.81,94435.0
862,1903,BID,52.76,45533.0
863,1904,BCX,9.93,185400.0
864,1907,TSBK,27.9,15487.0
865,1910,TBBK,10.57,98218.0
866,1912,RCKY,17.2,18856.0
867,1914,PNBK,17.85,0.0
868,1915,PKBK,20.15,1387.0
869,1918,NHS,11.43,43325.0
870,1920,MYD,13.85,62005.0
871,1921,MUC,13.57,46725.0
872,1922,MCBC,10.36,12946.0
873,1923,LSBK,16.35,800.0
874,1925,HBP,7.06,26614.0
875,1928,GCBC,35.4,751.0
876,1929,GBNK,28.35,35081.0
877,1931,ETW,12.3,171312.0
878,1932,EIP,12.35,4370.0
879,1934,DCOM,19.0,133689.0
880,1935,CWBC,11.9,2928.0
881,1936,CVLY,27.35,16507.0
882,1937,BYBK,12.65,7853.0
883,1940,BUFF,33.98,404449.0
884,1944,BNJ,14.35,3425.0
885,1946,BMA,108.54,87662.0
886,1947,BKK,15.26,25023.0
887,1948,BCRH,12.15,8825.0
888,1949,BCBP,15.15,7208.0
889,1952,BANX,21.22,7800.0
890,1955,UNTY,20.55,2150.0
891,1956,UBSI,36.8,240679.0
892,1958,UBCP,12.6,532.0
893,1959,TBK,38.5,19524.0
894,1961,SSBI,12.95,100.0
895,1963,SBBX,29.1,4439.0
896,1964,SAL,44.2,2010.0
897,1965,RBCAA,38.54,2279.0
898,1969,NCBS,54.29,9331.0
899,1970,MYJ,15.0,19237.0
900,1972,MRLN,23.7,7432.0
901,1973,MQT,12.32,24911.0
902,1975,INB,9.93,53834.0
903,1977,HFBL,28.0,0.0
904,1979,HAWK,45.45,1141512.0
905,1980,FFIN,46.45,85418.0
906,1981,ESXB,8.25,10142.0
907,1983,COLB,43.08,109112.0
908,1985,BTT,21.39,164389.0
909,1988,BOCH,11.6,8625.0
910,1989,BMRC,68.41,9121.0
911,1990,BME,36.21,27769.0
912,1993,BCV,22.66,36174.0
913,1996,VIV,16.96,269248.0
914,1997,VBLT,7.15,256561.0
915,2000,SVBI,8.0,3121.0
916,2002,PWOD,42.87,2701.0
917,2003,PMBC,8.65,8783.0
918,2005,PACW,52.43,288868.0
919,2007,NGVC,8.6,47430.0
920,2008,NEWT,17.09,59885.0
921,2009,NBW,13.5,3300.0
922,2010,NBN,22.35,20505.0
923,2011,MHN,13.06,35542.0
924,2012,MHD,15.73,9899.0
925,2013,MBUU,33.26,75053.0
926,2014,MAB,13.05,3900.0
927,2015,LARK,28.6,2320.0
928,2016,GLBZ,11.97,1000.0
929,2019,FBMS,32.15,15956.0
930,2021,ESSA,16.1,700.0
931,2022,ESBK,20.4,14400.0
932,2027,CWAY,21.65,1182.0
933,2028,CUBI,30.65,80057.0
934,2029,CBMG,20.75,40346.0
935,2030,BYM,13.48,37462.0
936,2031,BXMX,14.16,82793.0
937,2032,BWG,13.18,43164.0
938,2034,BTO,39.74,16695.0
939,2035,BPMC,78.65,118030.0
940,2037,BLD,76.54,58692.0
941,2040,BHK,13.54,61880.0
942,2041,BFO,14.33,4840.0
943,2043,BDJ,9.49,266848.0
944,2047,VBF,19.32,6911.0
945,2050,STBZ,30.51,26914.0
946,2051,RVSB,9.58,18507.0
947,2052,PEBO,35.61,16372.0
948,2054,MYN,12.4,56336.0
949,2055,MUI,13.47,52676.0
950,2056,MSL,14.15,21686.0
951,2057,MLVF,23.9,13043.0
952,2058,MIW,13.12,2464.0
953,2059,MFL,14.07,88862.0
954,2060,MCI,14.94,10958.0
955,2064,HWBK,20.95,500.0
956,2065,HBMD,21.0,9325.0
957,2067,HBCP,42.86,4034.0
958,2068,GNBC,23.85,634428.0
959,2069,FMNB,14.6,9819.0
960,2070,FGBI,26.3,7410.0
961,2071,FCBC,27.5,7171.0
962,2072,FBSS,21.6,5406.0
963,2073,EIGR,8.65,47327.0
964,2074,EBTC,33.55,1618.0
965,2075,DMB,12.42,34085.0
966,2076,CBPX,28.45,178376.0
967,2077,BZM,13.48,2935.0
968,2079,BPY,21.85,39435.0
969,2083,BKN,13.92,29536.0
970,2086,BFZ,13.34,51576.0
971,2087,BFIN,15.88,14411.0
972,2089,BECN,60.5,503213.0
973,2090,BBGI,12.55,4165.0
974,2093,WTBA,25.6,5516.0
975,2098,TBPH,26.44,77213.0
976,2099,SYBT,35.95,19615.0
977,2100,SLVO,8.07,18616.0
978,2104,OLLI,55.55,130755.0
979,2107,MVT,14.99,25659.0
980,2108,MVF,9.34,77086.0
981,2109,MUA,14.06,85462.0
982,2116,EGF,13.2,4429.0
983,2118,CVCY,19.39,23083.0
984,2119,CIVB,22.13,13377.0
985,2121,BSE,12.79,404.0
986,2122,BQH,13.78,511.0
987,2124,BPFHW,10.17,0.0
988,2128,BLH,14.73,29719.0
989,2129,BGSF,15.88,2139.0
990,2130,BGNE,135.75,220104.0
991,2131,BEP,33.44,23063.0
992,2132,BELFA,19.23,442.0
993,2133,BEL,12.9,49521.0
994,2134,BAF,14.11,6431.0
995,2136,WIL,70.2291,0.0
996,2138,WEBK,29.25,1000.0
997,2139,TPVG,12.85,9684.0
998,2145,PBSK,19.04,883.0
999,2147,OVLY,20.12,4821.0
1000,2148,NBO,11.92,8655.0
1001,2149,MYI,12.77,130036.0
1002,2150,MUJ,13.63,41329.0
1003,2151,MNE,13.29,12007.0
1004,2152,MIY,13.37,74957.0
1005,2153,MCA,14.02,36187.0
1006,2154,LBRDK,95.55,258651.0
1007,2157,HBNC,30.45,26422.0
1008,2158,GSBD,21.53,30490.0
1009,2161,FITBI,28.28,9383.0
1010,2162,FBNC,36.4,46837.0
1011,2163,EVM,11.04,55378.0
1012,2164,EMJ,12.0499,500.0
1013,2166,EIM,12.04,97999.0
1014,2167,DUC,8.77,29249.0
1015,2169,CO,10.41,129465.0
1016,2171,CBIO,25.39,279621.0
1017,2172,CART,9.48,1532.0
1018,2177,BJZ,14.7386,3717.0
1019,2178,BFK,13.45,90315.0
1020,2182,TCBIW,71.0,0.0
1021,2184,SFBC,34.55,755.0
1022,2187,PLBC,24.55,272.0
1023,2188,PBIB,14.02,5645.0
1024,2192,MYC,14.15,25794.0
1025,2193,MUE,12.91,71341.0
1026,2194,MPV,14.07,4773.0
1027,2196,MELR,19.75,0.0
1028,2204,ETB,16.48,33380.0
1029,2205,ENX,11.77,7809.0
1030,2206,EIV,11.78,15024.0
1031,2209,BSD,13.2401,12380.0
1032,2212,BLE,13.65,94292.0
1033,2213,BIT,17.75,72080.0
1034,2214,BGX,15.99,16538.0
1035,2216,BFY,14.22,578.0
1036,2220,BBF,13.53,27253.0
1037,2226,TRCB,18.01,9650.0
1038,2233,PUB,31.6,4781.0
1039,2237,OPB,27.1,52173.0
1040,2238,NYH,11.06,8412.0
1041,2243,MQY,14.35,54721.0
1042,2244,MGYR,12.66,0.0
1043,2253,FFBCW,15.97,0.0
1044,2257,CATYW,23.31,0.0
1045,2259,BVXV,7.26,1582.0
1046,2262,BHV,16.0996,2888.0
1047,2263,BGH,18.89,27164.0
1048,2266,BBK,14.61,14387.0
1049,2267,ZIONZ,18.5,600.0
1050,2268,ZIONW,21.0,658900.0
1051,2273,RILY,18.75,9328.0
1052,2275,PVBC,24.05,4301.0
1053,2277,PBBI,10.4,689.0
1054,2281,NBH,14.06,83228.0
1055,2282,MYF,14.07,26121.0
1056,2284,MPA,13.98,5580.0
1057,2288,FRA,14.22,33744.0
1058,2290,EQBK,36.01,38575.0
1059,2291,EIO,12.32,758.0
1060,2292,EIA,11.12,8664.0
1061,2293,EBMT,20.2,11398.0
1062,2294,CTBI,47.3,10821.0
1063,2301,BPK,14.89,17902.0
1064,2308,BGB,15.77,96920.0
1065,2311,BDCZ,20.36,0.0
1066,2317,UCIB,15.53,0.0
1067,2336,LBDC,15.31,100.0
1068,2347,DSM,7.9,129638.0
1069,2357,BWFG,33.4,3552.0
1070,2368,BLJ,14.0,0.0
1071,2389,SLCT,12.9,952.0
1072,2430,FNWB,16.95,1300.0
1073,2523,OTTW,14.22,300.0
1074,2596,F,10.97,18003942.0
1075,2597,GE,16.17,22318092.0
1076,2598,XON,13.0,558108.0
1077,2599,MSFT,95.01,21548087.0
1078,2600,XOM,87.3,5454644.0
1079,2601,INTC,48.14,10745771.0
1080,2602,VZ,54.07,6050814.0
1081,2603,C,78.48,4387934.0
1082,2604,DIS,108.67,3150290.0
1083,2605,KO,47.59,3387103.0
1084,2606,JPM,115.67,4263494.0
1085,2607,CSCO,41.54,10307216.0
1086,2608,PG,86.34,2524823.0
1087,2609,WFC,65.39,3963143.0
1088,2610,GM,42.41,2738753.0
1089,2611,MCD,171.14,1452690.0
1090,2612,CMCSA,42.53,10853838.0
1091,2614,CAT,162.78,1511532.0
1092,2615,TGT,75.22,1999171.0
1093,2616,CVX,125.35,2556060.0
1094,2617,SBUX,56.81,7528008.0
1095,2619,MRK,59.25,4202129.0
1096,2620,CMG,324.76,608036.0
1097,2621,UTX,138.01,980180.0
1098,2622,ORCL,51.59,3785758.0
1099,2623,MMM,250.5,678626.0
1100,2624,COP,58.81,2892831.0
1101,2626,DE,166.42,480676.0
1102,2627,UNP,133.5,1613518.0
1103,2628,CRM,113.91,1097146.0
1104,2629,COST,194.87,797530.0
1105,2630,LOW,104.73,1596408.0
1106,2631,CVS,78.69,4003848.0
1107,2632,LMT,354.85,501189.0
1108,2633,SO,45.11,3607578.0
1109,2634,HAL,53.7,2381117.0
1110,2636,EMR,72.23,854091.0
1111,2637,ED,80.36,821817.0
1112,2638,CATM,24.46,685165.0
1113,2639,X,37.41,8829805.0
1114,2642,NVDA,245.8,7126698.0
1115,2643,FDX,262.48,718807.0
1116,2644,CL,74.24,1383976.0
1117,2645,SNE,47.94,710647.0
1118,2646,TM,137.92,50313.0
1119,2647,STT,110.17,590495.0
1120,2648,MOS,27.3,1836555.0
1121,2649,TRV,149.92,423165.0
1122,2650,KMB,117.0,722150.0
1123,2651,FTR,8.19,676655.0
1124,2652,CELG,101.16,3235073.0
1125,2654,GD,222.48,545313.0
1126,2656,MON,121.8,1023877.0
1127,2657,EXC,38.51,1414332.0
1128,2658,DUK,78.5,1378288.0
1129,2659,UAL,67.82,1687063.0
1130,2661,KSS,64.77,864911.0
1131,2662,MRO,18.19,4389960.0
1132,2663,HPE,16.4,5105724.0
1133,2664,ETFC,52.7,1227340.0
1134,2665,RTN,208.94,523648.0
1135,2666,VLO,95.97,1852998.0
1136,2667,SYMC,27.23,7355570.0
1137,2668,DVN,41.37,2553966.0
1138,2669,DISH,46.9,696629.0
1139,2670,CERN,69.13,528162.0
1140,2671,STX,55.2,2678697.0
1141,2672,ESRX,79.18,1931642.0
1142,2673,OXY,74.97,892253.0
1143,2674,CSX,56.77,1638627.0
1144,2675,MPC,69.27,1705095.0
1145,2676,CTSH,77.98,1208418.0
1146,2677,KR,30.36,1907444.0
1147,2678,LVS,77.52,2390225.0
1148,2679,LRCX,191.52,1416071.0
1149,2680,CBS,57.61,1565722.0
1150,2681,WY,37.54,2476047.0
1151,2682,WHR,181.42,261543.0
1152,2683,CA,35.85,1192682.0
1153,2685,FAST,54.96,1855646.0
1154,2687,O,53.19,1268406.0
1155,2688,IP,62.86,1369291.0
1156,2689,PPL,31.87,1743553.0
1157,2690,MCO,161.79,116097.0
1158,2691,GME,16.81,1091194.0
1159,2692,CTL,17.81,3002949.0
1160,2693,HMC,35.29,189867.0
1161,2694,EL,134.96,729020.0
1162,2695,DDD,10.24,658289.0
1163,2696,COF,103.96,525674.0
1164,2698,GLW,31.22,2918817.0
1165,2699,CF,42.44,600005.0
1166,2700,NEM,40.51,1241295.0
1167,2701,WDC,88.98,1578244.0
1168,2702,GT,34.82,1163829.0
1169,2703,KLAC,109.8,606387.0
1170,2704,XRX,34.13,3100184.0
1171,2706,CB,156.15,736003.0
1172,2707,CALM,42.55,80078.0
1173,2708,SHW,417.11,336333.0
1174,2709,RF,19.23,3191182.0
1175,2710,NOC,340.53,459771.0
1176,2711,JCI,39.13,2672051.0
1177,2712,CTXS,92.76,1029654.0
1178,2713,CLX,141.69,696806.0
1179,2714,WMB,31.39,1346075.0
1180,2716,CAH,71.79,1415431.0
1181,2717,NSC,150.16,486541.0
1182,2719,SYY,62.87,873129.0
1183,2720,CME,153.48,1195994.0
1184,2721,CIEN,21.28,970998.0
1185,2722,CHKP,103.41,1012908.0
1186,2723,VFC,81.14,1038831.0
1187,2724,SCCO,48.55,187084.0
1188,2725,K,68.11,1244763.0
1189,2726,HRL,34.33,755661.0
1190,2727,CSIQ,15.41,260118.0
1191,2728,CMCT,17.05,5580.0
1192,2730,SYK,164.38,433703.0
1193,2731,RRC,14.25,4372666.0
1194,2732,CPB,46.55,652598.0
1195,2734,DG,103.12,864886.0
1196,2735,SSW,7.12,405915.0
1197,2737,CSII,24.71,139094.0
1198,2738,SINA,117.25,427371.0
1199,2740,FOXA,36.9,5486648.0
1200,2741,CMI,188.0,276675.0
1201,2742,CCL,71.61,935327.0
1202,2743,MKC,108.77,312878.0
1203,2744,KHC,78.39,1413437.0
1204,2745,NYT,23.25,780119.0
1205,2746,EW,126.58,502481.0
1206,2747,CI,208.35,1008855.0
1207,2748,CAG,38.0,654046.0
1208,2749,WB,129.57,1127926.0
1209,2750,VMC,135.4,1183931.0
1210,2751,NWSA,17.11,895969.0
1211,2754,NUE,66.96,916044.0
1212,2755,CHRW,91.46,948922.0
1213,2756,RL,114.31,1235017.0
1214,2757,MCK,168.88,910080.0
1215,2758,LEN,62.66,1935800.0
1216,2759,KKR,24.08,1363861.0
1217,2760,HAIN,38.14,268920.0
1218,2761,DOV,106.21,649338.0
1219,2762,CTRP,46.78,2494552.0
1220,2763,CNX,14.01,925351.0
1221,2765,CINF,76.9,174854.0
1222,2766,NCR,37.51,372858.0
1223,2768,NFX,31.66,656313.0
1224,2769,MNK,18.06,1289956.0
1225,2770,LCI,20.35,334926.0
1226,2771,KMX,71.37,447517.0
1227,2772,HES,50.51,1221132.0
1228,2773,TJX,80.32,1144284.0
1229,2774,SE,12.26,238344.0
1230,2775,HUN,34.57,1138648.0
1231,2776,HSY,110.33,1369178.0
1232,2777,ETN,83.97,2374229.0
1233,2780,L,51.65,528051.0
1234,2781,DHR,101.28,734079.0
1235,2782,CIM,16.99,474274.0
1236,2784,CROX,13.51,305691.0
1237,2786,CHTR,377.25,791049.0
1238,2788,WU,20.79,2133388.0
1239,2790,PXD,182.91,360666.0
1240,2791,NAV,45.83,133929.0
1241,2792,EMN,99.18,269465.0
1242,2795,THC,18.88,388834.0
1243,2797,PH,201.42,971692.0
1244,2798,CREE,34.51,661268.0
1245,2799,XOMA,32.9,45087.0
1246,2800,TSM,45.31,1932206.0
1247,2801,TIF,106.65,883964.0
1248,2802,TECD,100.27,89778.0
1249,2804,SLM,11.44,3367952.0
1250,2805,RGR,52.95,49082.0
1251,2807,GBX,50.15,94823.0
1252,2808,WLL,27.92,2129899.0
1253,2809,TSCO,76.25,4559528.0
1254,2810,SPTN,24.37,58225.0
1255,2813,LNC,82.8,846737.0
1256,2814,CLR,55.53,1067684.0
1257,2816,SPWR,7.93,1474952.0
1258,2817,SCHW,53.34,1590968.0
1259,2818,FE,32.9,2922130.0
1260,2819,ETR,78.69,402641.0
1261,2820,CX,8.29,1807270.0
1262,2821,CLMT,7.55,130854.0
1263,2824,XEC,112.2,370707.0
1264,2825,SANM,26.15,393294.0
1265,2827,MUR,32.1,1810286.0
1266,2828,MMC,83.52,1378979.0
1267,2829,FLR,60.7,331945.0
1268,2830,CZR,13.95,4266546.0
1269,2832,SIX,67.56,387869.0
1270,2833,PVH,155.08,200066.0
1271,2834,PCG,42.43,6751958.0
1272,2835,MDP,66.14,1468212.0
1273,2836,H,81.3,232229.0
1274,2837,GPC,104.07,308014.0
1275,2838,FUN,67.8,72444.0
1276,2839,DTE,105.64,744960.0
1277,2840,DF,10.37,552845.0
1278,2841,CY,17.29,2620521.0
1279,2842,CP,185.04,138655.0
1280,2843,CONN,33.3,412801.0
1281,2844,CNI,80.12,342198.0
1282,2845,WEN,16.18,1068254.0
1283,2846,RRD,8.17,351613.0
1284,2847,PRGO,90.62,179855.0
1285,2848,MNR,17.09,107113.0
1286,2849,GCI,11.8,225413.0
1287,2850,COG,26.35,1645800.0
1288,2851,CMO,8.21,380432.0
1289,2852,CCI,112.77,1217309.0
1290,2853,WPC,64.81,152223.0
1291,2854,TRP,46.04,358659.0
1292,2855,TDC,40.5,378029.0
1293,2856,RDC,14.72,1121754.0
1294,2858,OC,92.97,260831.0
1295,2859,MFC,21.23,845817.0
1296,2860,INCY,90.29,461061.0
1297,2861,CEO,157.2,36764.0
1298,2863,SGY,36.14,22238.0
1299,2864,RCL,133.55,413283.0
1300,2865,ERF,11.36,317765.0
1301,2866,COO,244.67,169940.0
1302,2867,CNQ,34.15,344003.0
1303,2868,TNH,81.36,10560.0
1304,2870,SNP,86.85,27589.0
1305,2871,OAK,45.9,79803.0
1306,2872,MAS,44.66,597530.0
1307,2873,LUK,27.07,316752.0
1308,2874,LNG,56.56,764535.0
1309,2875,LLL,212.46,172051.0
1310,2877,IMAX,19.85,261918.0
1311,2878,FMC,91.33,305268.0
1312,2879,DCI,50.66,91796.0
1313,2881,CTAS,168.45,264790.0
1314,2882,CCJ,9.2,681473.0
1315,2884,TRGP,48.0,773740.0
1316,2885,PGR,52.9753,1489530.0
1317,2886,NRZ,17.29,892746.0
1318,2887,EQT,54.29,1782583.0
1319,2888,CC,51.62,417776.0
1320,2890,WAT,215.61,86097.0
1321,2892,TRI,43.31,801405.0
1322,2894,SONC,25.84,330898.0
1323,2895,SCG,40.64,1370063.0
1324,2898,MAIN,37.96,108985.0
1325,2899,GNTX,23.68,1089575.0
1326,2900,CVRR,16.75,167791.0
1327,2901,CRUS,49.57,719410.0
1328,2903,UIS,8.9,88164.0
1329,2904,TMK,90.85,324959.0
1330,2906,SJM,126.89,316250.0
1331,2907,PPC,27.77,703823.0
1332,2910,EGN,52.23,527702.0
1333,2911,CYOU,30.77,196565.0
1334,2912,CSGS,45.17,137201.0
1335,2913,COLM,74.67,113421.0
1336,2914,CMS,44.75,889377.0
1337,2915,CHU,15.04,45352.0
1338,2918,XONE,9.82,21883.0
1339,2919,WYN,124.13,197541.0
1340,2922,MSM,93.88,236717.0
1341,2924,HK,7.99,1175097.0
1342,2926,CYBR,43.28,161717.0
1343,2927,CXO,157.44,301377.0
1344,2928,CR,99.94,146965.0
1345,2929,CQP,30.22,33892.0
1346,2931,CNP,28.18,2490695.0
1347,2932,CDE,8.04,1094517.0
1348,2933,CBG,45.69,705490.0
1349,2934,CACI,140.55,260843.0
1350,2935,XIN,7.33,164185.0
1351,2936,ULTA,222.1,371886.0
1352,2939,SF,67.52,243684.0
1353,2940,NWE,54.34,69199.0
1354,2942,NFG,55.75,130537.0
1355,2943,MOD,23.35,428277.0
1356,2944,IVR,16.24,486119.0
1357,2945,HRS,159.38,335722.0
1358,2947,FLS,45.32,310673.0
1359,2948,CRC,21.13,655706.0
1360,2949,CPLA,79.55,41732.0
1361,2950,CPK,73.5,8564.0
1362,2951,COL,138.49,413839.0
1363,2952,CE,108.16,160219.0
1364,2953,VVC,60.63,131654.0
1365,2954,TEL,102.53,558754.0
1366,2955,SNX,122.73,43649.0
1367,2956,SJW,59.84,16192.0
1368,2957,PDCO,35.89,409565.0
1369,2958,MCY,48.95,103959.0
1370,2960,JKS,22.22,292319.0
1371,2961,JAZZ,145.74,134252.0
1372,2962,HFC,47.96,780126.0
1373,2964,CLVS,60.5,702331.0
1374,2965,CHL,52.66,436216.0
1375,2967,CBOE,134.39,400233.0
1376,2968,USG,38.66,2769487.0
1377,2969,TWO,14.75,820016.0
1378,2970,TRNO,35.6,89765.0
1379,2971,TMST,16.19,112443.0
1380,2972,SNV,50.39,223790.0
1381,2973,OSK,90.72,291626.0
1382,2974,OLN,37.28,357731.0
1383,2975,OLED,159.4,906895.0
1384,2977,MTW,40.08,122590.0
1385,2978,MTRN,49.7,60537.0
1386,2982,FHN,19.86,1723491.0
1387,2983,EV,57.8,177236.0
1388,2984,ECA,12.38,5837125.0
1389,2986,DECK,85.71,351012.0
1390,2988,CNC,107.24,796095.0
1391,2989,CFX,40.02,100806.0
1392,2990,CBM,56.35,805383.0
1393,2991,CASY,121.11,172566.0
1394,2992,TK,8.105,686442.0
1395,2994,SSP,16.01,105092.0
1396,2995,SM,23.35,621173.0
1397,2996,NUAN,17.81,957241.0
1398,2997,MTSC,51.85,105287.0
1399,2998,MTG,14.82,1110195.0
1400,2999,MSCC,61.79,339996.0
1401,3001,MAC,64.57,676864.0
1402,3002,IO,17.55,27676.0
1403,3004,EXAS,49.71,1121135.0
1404,3006,ERIE,118.76,8300.0
1405,3009,CRK,9.74,358773.0
1406,3010,CMC,24.04,359103.0
1407,3012,CCE,40.16,941889.0
1408,3013,CARA,14.67,443539.0
1409,3014,VG,11.19,673914.0
1410,3015,UTHR,129.0,214697.0
1411,3016,TU,37.67,105369.0
1412,3018,MSG,215.84,38750.0
1413,3019,MKL,1147.6899,8060.0
1414,3021,KSU,113.13,378821.0
1415,3022,KRC,71.32,274301.0
1416,3023,KIM,15.91,2644522.0
1417,3025,ITT,56.0,158698.0
1418,3028,HNI,38.89,38806.0
1419,3031,DDR,8.12,1815194.0
1420,3032,CUK,71.33,104957.0
1421,3034,CNO,24.59,1143540.0
1422,3036,CEQP,28.25,51442.0
1423,3037,ZBRA,123.16,110305.0
1424,3040,SIMO,49.68,140800.0
1425,3041,SBAC,174.5,385846.0
1426,3042,OFC,27.3,493902.0
1427,3043,NLNK,8.25,528818.0
1428,3044,NEOG,59.03,53362.0
1429,3046,NAVI,14.25,999321.0
1430,3047,MIC,66.35,274776.0
1431,3048,LKQ,42.03,342316.0
1432,3050,LANC,128.4,46320.0
1433,3052,GIB,57.14,77807.0
1434,3054,DENN,14.99,222620.0
1435,3055,CSV,26.63,29655.0
1436,3056,CSL,114.21,289009.0
1437,3057,CRR,7.96,393607.0
1438,3058,CMA,95.22,411780.0
1439,3060,CHS,9.51,697120.0
1440,3061,CHD,48.85,557241.0
1441,3062,CDW,74.79,483648.0
1442,3063,TCAP,10.65,123980.0
1443,3064,SCVL,22.85,146151.0
1444,3066,RGS,15.92,169792.0
1445,3069,PCI,22.54,309416.0
1446,3070,PCH,52.9,275473.0
1447,3071,NWN,57.35,54856.0
1448,3072,NTRS,105.39,379489.0
1449,3074,MASI,94.24,248527.0
1450,3077,JASO,7.43,1282737.0
1451,3079,IPG,21.89,826458.0
1452,3081,GTY,26.24,33499.0
1453,3083,ESL,73.55,207958.0
1454,3084,ELY,14.77,182396.0
1455,3085,DRE,26.41,1567973.0
1456,3086,DEL,94.52,18263.0
1457,3088,CSGP,346.11,110236.0
1458,3090,CPE,11.35,4495854.0
1459,3092,COR,108.32,92332.0
1460,3093,CNK,36.8,813201.0
1461,3095,CLGX,47.36,87993.0
1462,3096,CG,25.2,284235.0
1463,3098,CAKE,49.19,1040352.0
1464,3099,TG,18.35,20208.0
1465,3101,SCOR,22.65,0.0
1466,3102,SCI,39.97,763128.0
1467,3103,SCHL,38.42,45244.0
1468,3104,SC,17.25,1272385.0
1469,3105,PTR,79.02,35151.0
1470,3106,PRTA,41.8,171343.0
1471,3107,PRGS,49.83,175193.0
1472,3108,PNW,79.95,229718.0
1473,3109,ORIT,16.7,87539.0
1474,3110,OGE,32.2,322233.0
1475,3111,NWS,17.45,237202.0
1476,3112,MIK,26.87,538584.0
1477,3114,LEA,193.14,134309.0
1478,3115,IRBT,88.75,220277.0
1479,3116,HTGC,12.68,127789.0
1480,3117,HSC,17.9,116360.0
1481,3119,FOX,36.49,1196906.0
1482,3120,DISCA,25.07,2233342.0
1483,3121,CUB,58.05,57301.0
1484,3124,CMP,72.9,59632.0
1485,3125,CAMP,24.48,86707.0
1486,3126,XCRA,9.98,116526.0
1487,3127,USM,36.37,60231.0
1488,3128,UFS,51.36,111048.0
1489,3130,SXT,71.85,480082.0
1490,3131,SON,54.31,128618.0
1491,3132,SBRA,18.1,742764.0
1492,3133,RXN,28.11,1054514.0
1493,3136,PRSC,64.33,23738.0
1494,3137,PAR,8.6,5716.0
1495,3138,OTEX,34.25,2511298.0
1496,3139,NCLH,60.74,378730.0
1497,3140,KODK,7.95,1341764.0
1498,3141,JOE,18.8,159237.0
1499,3142,JBL,25.43,914939.0
1500,3143,IPHI,29.87,224329.0
1501,3144,HSKA,77.95,17840.0
1502,3145,HFWA,30.8,126535.0
1503,3146,HBHC,53.7,118625.0
1504,3148,FUL,51.85,121346.0
1505,3152,EE,52.2,40470.0
1506,3153,DVAX,16.1,418369.0
1507,3155,CVI,35.79,91750.0
1508,3156,CVG,23.27,297174.0
1509,3157,CTB,39.1,131944.0
1510,3159,CRI,120.3,165070.0
1511,3160,CRH,37.39,245116.0
1512,3161,CRAY,24.25,61797.0
1513,3163,CPA,138.33,41813.0
1514,3164,COHU,22.77,89516.0
1515,3165,CHH,82.15,22086.0
1516,3167,CCF,112.35,2791.0
1517,3168,CARB,25.2,132131.0
