,index,Ticker,Price,Volume
150,207,MAA,95.37,525275.0
151,208,BAM,41.87,669990.0
152,209,ATHN,125.31,273005.0
153,211,ASX,7.15,338684.0
154,212,ARCO,10.25,127598.0
155,213,ANET,275.82,247316.0
156,214,ANCX,29.05,27107.0
157,215,AIR,40.47,69778.0
158,217,WAB,81.04,136137.0
159,218,RS,87.59,262737.0
160,219,PKG,125.63,363078.0
161,221,AXDX,28.9,56792.0
162,222,AVHI,16.9,27979.0
163,223,AVA,50.36,180218.0
164,226,ANGI,13.36,177451.0
165,227,AMG,199.63,130780.0
166,228,ALSN,44.24,478975.0
167,229,ALGN,262.0,887185.0
168,230,AKBA,14.78,76947.0
169,231,AGO,35.59,219656.0
170,234,ROK,197.29,314316.0
171,235,GLPI,36.44,939919.0
172,236,DNI,13.86,9370.0
173,237,AZZ,45.5,51224.0
174,238,ATRC,16.31,68917.0
175,239,ARRS,25.3,852827.0
176,240,ARMK,45.81,395213.0
177,241,AOS,66.78,434537.0
178,243,AMID,14.9,122089.0
179,244,AMCX,51.59,223627.0
180,246,ALE,72.44,74911.0
181,249,ABB,27.87,561143.0
182,250,SPR,102.36,624183.0
183,251,SEE,47.35,707412.0
184,253,PAAS,16.42,525374.0
185,254,DLPH,55.23,537878.0
186,257,BBVA,9.39,943020.0
187,258,AYR,23.62,69476.0
188,259,APOG,45.51,79857.0
189,260,ANDE,34.1,56704.0
190,263,AMED,53.62,200004.0
191,264,ALEX,26.52,137963.0
192,265,ALCO,26.9,1446.0
193,266,ADUS,35.85,5625.0
194,267,ACTA,15.6,278046.0
195,269,AAWW,56.3,78184.0
196,270,WMS,24.7,46598.0
197,272,MDRX,14.91,554453.0
198,274,ETH,24.85,74854.0
199,275,AZPN,77.45,129155.0
200,276,AXE,83.7,71368.0
201,279,AMH,20.79,1223112.0
202,280,AME,76.3,586333.0
203,281,AJG,68.32,243766.0
204,283,AHGP,29.13,41291.0
205,284,AGCO,72.62,135383.0
206,285,AERI,54.85,187956.0
207,286,ACRE,12.67,16840.0
208,287,ABEO,15.25,321024.0
209,288,WAL,58.66,206379.0
210,290,SHLM,39.0,41963.0
211,292,HTA,27.61,363387.0
212,293,GIII,37.35,240841.0
213,295,CVU,8.9,25197.0
214,298,ATU,24.75,46240.0
215,301,ARE,129.7,235649.0
216,302,ANSS,161.65,220325.0
217,303,AMNB,37.4,4884.0
218,307,AIN,63.45,27005.0
219,308,AHL,37.35,283615.0
220,309,AGX,43.6,74652.0
221,311,ADTN,16.0,154189.0
222,312,ADMS,37.84,276163.0
223,313,ACLS,25.9,168799.0
224,314,ABG,72.65,65927.0
225,316,NXJ,13.28,53709.0
226,317,KS,34.64,1272597.0
227,318,HOLI,25.37,64260.0
228,319,GPI,78.45,65861.0
229,322,AXTA,31.5,512324.0
230,323,AWR,55.22,77008.0
231,324,AWI,62.7,129923.0
232,327,ATHM,83.28,247102.0
233,330,AROC,9.3,218236.0
234,332,ALX,363.36,3878.0
235,335,AER,54.1,557940.0
236,336,AE,44.5,787.0
237,339,ODC,38.89,9498.0
238,341,KAR,54.54,223257.0
239,344,FMS,57.51,55255.0
240,345,DOX,68.4,334006.0
241,346,CXW,23.21,272058.0
242,348,AXS,50.53,271533.0
243,349,AXL,17.65,761604.0
244,353,ASGN,76.57,218932.0
245,354,ARDX,7.25,132789.0
246,356,AQXP,12.93,37571.0
247,359,AMBC,16.2,110923.0
248,360,ALGT,159.25,242587.0
249,361,ALDW,17.05,28726.0
250,362,AIT,73.75,96190.0
251,364,AIMC,52.4,35189.0
252,365,AEL,33.0,184154.0
253,369,ACHC,34.08,537559.0
254,370,ACFC,10.38,105714.0
255,371,ACCO,11.85,122698.0
256,374,RPAI,12.05,1091570.0
257,375,MANH,52.82,136991.0
258,376,LAMR,72.0,305148.0
259,377,KYN,18.82,167428.0
260,379,ATRO,44.6,38363.0
261,380,ATNI,59.36,46568.0
262,382,APEI,25.4,23237.0
263,383,AP,13.6,3670.0
264,384,ANIK,66.72,41108.0
265,385,ANGO,17.41,198219.0
266,388,AMOT,34.85,15990.0
267,389,AM,30.42,326036.0
268,390,ALV,152.21,250992.0
269,391,ALOG,82.9,43674.0
270,392,AKR,24.56,288138.0
271,393,AEGN,25.08,26791.0
272,395,WRLD,118.05,69537.0
273,396,UHAL,365.08,14157.0
274,398,SAH,21.55,122759.0
275,400,NAII,11.15,4962.0
276,403,CACC,329.71,107569.0
277,404,ATSG,24.86,87612.0
278,406,ASB,24.75,910779.0
279,408,AROW,32.8,7616.0
280,409,ARCB,35.55,259799.0
281,410,AMRK,13.49,3620.0
282,411,ALRM,38.38,97672.0
283,412,AHP,9.02,213352.0
284,414,AFAM,57.05,48956.0
285,416,ACSF,10.85,13565.0
286,420,ABCD,7.02,55027.0
287,421,AAOI,32.39,358426.0
288,422,USAP,25.77,34208.0
289,423,STFC,29.77,6675.0
290,424,STAY,20.23,738848.0
291,426,RGA,156.65,103310.0
292,429,CH,9.4401,6830.0
293,430,CEA,44.92,13368.0
294,431,BREW,19.35,49061.0
295,432,AXR,7.62,1206.0
296,434,AVD,21.15,33483.0
297,436,ATRI,575.4,400.0
298,440,AOSL,16.79,23784.0
299,441,AOI,13.15,5103.0
300,442,AMWD,135.85,91973.0
301,444,ALLY,29.77,1616199.0
302,447,ACGL,90.94,273733.0
303,449,ABR,8.15,159030.0
304,450,ABCB,53.55,59315.0
305,451,SAMG,15.0,2696.0
306,453,RAIL,15.58,25278.0
307,455,MITT,17.44,67017.0
308,456,LCM,8.46,57340.0
309,457,HASI,21.74,182103.0
310,458,GOL,11.32,96990.0
311,459,GIL,33.97,99710.0
312,460,EAD,8.34,86360.0
313,462,ATR,87.42,75367.0
314,465,ASR,194.21,12632.0
315,466,ASC,7.1,78772.0
316,467,ARTNA,37.18,19054.0
317,469,AOD,9.81,163997.0
318,472,ACNB,30.25,505.0
319,474,AAT,35.26,121292.0
320,475,ZNH,64.7,7403.0
321,478,NFJ,13.52,257135.0
322,479,LNT,39.75,443718.0
323,480,KALU,110.24,80061.0
324,481,HOMB,24.01,285750.0
325,483,FAF,59.07,214782.0
326,487,BGR,14.85,73640.0
327,490,ATV,19.836,300.0
328,495,APLE,19.39,829782.0
329,497,ANIP,67.16,36422.0
330,498,AMSWA,12.53,17841.0
331,499,AMSF,60.75,26242.0
332,502,AGYS,12.0,55556.0
333,504,AFG,113.34,233579.0
334,507,WAIR,7.15,54926.0
335,513,ECF,9.49,9724.0
336,516,CII,16.67,82871.0
337,518,CCD,20.38,60446.0
338,523,AVNW,16.26,3138.0
339,525,APPF,42.35,36529.0
340,531,ALLE,86.11,133593.0
341,532,AJRD,27.5,302659.0
342,533,AHH,14.39,81223.0
343,534,AGM,80.25,4486.0
344,535,AGII,61.3,70157.0
345,541,TEO,37.36,55860.0
346,544,OMAB,40.93,14009.0
347,547,MTT,20.75,24793.0
348,550,ISL,21.246,1550.0
349,552,GRR,13.52,1000.0
350,555,DIT,89.0,0.0
351,556,CRMT,46.1,7678.0
352,557,CRESY,21.67,62491.0
353,559,CAF,26.46,65488.0
354,560,ATRA,37.8,461515.0
355,564,ARII,39.22,39619.0
356,571,ANAT,126.39,3470.0
357,573,AKAO,10.97,576540.0
358,579,ACRS,22.12,132730.0
359,580,ACC,38.02,281128.0
360,581,ABEOW,10.39,200.0
361,582,ABDC,7.95,66451.0
362,583,REX,81.65,9354.0
363,584,PAC,104.85,18647.0
364,587,IGD,7.849,221886.0
365,588,HMNY,9.34,2317467.0
366,589,GABC,34.69,26768.0
367,590,ERH,12.45,19733.0
368,593,BTI,68.1,460874.0
369,595,AWF,12.3701,79487.0
370,596,AVX,17.94,41620.0
371,597,ASUR,15.2,60243.0
372,598,ASMB,47.18,62996.0
373,599,ASFI,7.05,1300.0
374,600,ASCMA,9.43,33746.0
375,602,ARES,23.35,35811.0
376,605,ANCB,24.9,310.0
377,606,AMRC,8.7,15904.0
378,610,ACY,15.775,1000.0
379,613,AAC,8.95,39221.0
380,616,TEAM,53.99,346548.0
381,618,NEN,72.5,0.0
382,619,NEA,13.02,326281.0
383,621,JEQ,9.46,3429.0
384,622,IGA,11.58,16448.0
385,623,IDE,16.96,29345.0
386,624,GBAB,21.48,51520.0
387,626,EVTC,15.65,130537.0
388,628,CHY,12.08,152461.0
389,630,BTZ,12.97,240986.0
390,636,ARKR,25.5,0.0
391,638,APLP,13.26,88249.0
392,639,APF,19.3901,3850.0
393,640,APB,15.5956,3890.0
394,641,AMRB,15.08,3965.0
395,642,AMBR,7.26,28097.0
396,644,ALOT,13.4,5810.0
397,648,AGRO,9.69,186046.0
398,650,ADX,15.9,80757.0
399,653,ADAP,8.63,98490.0
400,654,ACU,24.25,100.0
401,664,PEO,20.48,34020.0
402,666,NCV,7.12,174153.0
403,667,NBB,21.02,37311.0
404,670,MHF,7.24,23510.0
405,672,HYB,9.08,65753.0
406,673,GAM,35.85,12005.0
407,676,DLA,18.66,2568.0
408,677,CBA,9.18,82147.0
409,678,BRKS,27.9,810489.0
410,679,AVK,16.17,33067.0
411,681,AUBN,37.6,0.0
412,682,ASYS,10.03,64988.0
413,683,ASA,11.56,50642.0
414,684,AMPH,18.64,58048.0
415,688,ALDX,7.475,83999.0
416,689,AGR,48.72,472963.0
417,690,AGD,11.25,21915.0
418,700,RYAM,18.92,150830.0
419,702,PAHC,34.05,33180.0
420,703,NAC,13.73,251472.0
421,704,MZA,16.74,1739.0
422,706,HYI,15.08,42889.0
423,708,FWRD,60.71,104339.0
424,709,FEN,25.59,32012.0
425,710,FEI,15.1717,74036.0
426,714,AXGN,27.8,81790.0
427,716,AVAL,9.1,15370.0
428,725,APAM,39.15,51047.0
429,729,AGFS,7.54,126414.0
430,733,ACV,22.4,20087.0
431,735,ACBI,17.85,47335.0
432,736,ABTX,40.4,9499.0
433,738,UNAM,8.35,700.0
434,741,SGF,13.32,200.0
435,744,OMAM,17.89,648091.0
436,745,NSA,25.37,58918.0
437,746,NKG,12.12,7927.0
438,747,NAD,13.36,292307.0
439,749,MPAA,27.22,51573.0
440,750,LDP,25.81,51639.0
441,751,JRI,17.36,45946.0
442,752,JAX,9.65,29203.0
443,753,IF,8.02,6203.0
444,754,GGM,22.64,11355.0
445,758,DMO,25.99,22238.0
446,759,DEX,12.5,16710.0
447,762,AXTI,7.9,177768.0
448,763,AVXS,123.73,283336.0
449,766,ATLO,28.2,3305.0
450,767,ASTE,62.4,55041.0
451,768,ASND,50.97,77311.0
452,769,ARL,12.93,580.0
453,772,AKP,13.1579,9667.0
454,776,AFB,12.8842,36062.0
455,781,WIW,11.53,59247.0
456,783,SBI,9.11,42931.0
457,785,PSF,26.51,19690.0
458,786,NAZ,14.04,6217.0
459,787,MNP,14.4,5302.0
460,788,MMU,13.38,60791.0
461,789,JTA,14.28,4275.0
462,790,IPCC,101.25,14441.0
463,792,IAE,11.06,23724.0
464,793,GCP,33.4,586837.0
465,794,FTAI,18.05,129590.0
466,797,FCO,9.19,10113.0
467,798,EMD,15.48,166344.0
468,801,CHI,11.28,199322.0
469,802,CEE,27.68,6070.0
470,803,BUI,21.2,25922.0
471,811,AJX,13.36,6965.0
472,814,AFH,20.05,10390.0
473,816,ACP,14.37,19956.0
474,820,PHX,20.35,10308.0
475,822,KYE,10.49,109406.0
476,824,JCE,15.38,14101.0
477,828,IGI,20.85,9541.0
478,834,ELEC,10.31,0.0
479,835,EGIF,16.6899,5486.0
480,840,BTA,11.45,35211.0
481,841,BRSS,32.15,14838.0
482,855,AIMT,35.21,208374.0
483,856,AIF,15.58,38203.0
484,862,AAAP,80.42,11959.0
485,863,WIA,11.83,27443.0
486,864,WEA,13.41,20515.0
487,865,VKI,10.9,73912.0
488,868,SCD,14.13,19774.0
489,873,PZE,14.0,3284.0
490,874,PAI,14.88,4687.0
491,878,NKX,14.44,55300.0
492,881,MAV,10.82,36988.0
493,882,LDF,13.09,4552.0
494,884,JPI,23.88,31722.0
495,889,GGZ,12.94,12141.0
496,891,GCH,13.56,12519.0
497,894,FBGX,255.36,4190.0
498,895,EXD,9.39,19516.0
499,896,EHI,9.9,68453.0
500,899,DFP,24.31,58262.0
501,900,DDF,11.1401,700.0
502,905,BHAC,10.53,0.0
503,918,AIRT,31.05,2110.0
504,921,AC,34.65,17160.0
505,925,TPZ,20.49,11107.0
506,933,NZF,14.34,138820.0
507,935,NVG,14.67,325345.0
508,936,NUW,16.41,17076.0
509,937,NIE,22.08,53178.0
510,940,LAQ,29.65,1000.0
511,941,KED,18.17,17493.0
512,943,GLV,13.5,31883.0
513,944,FIEE,194.2784,300.0
514,945,ELECU,10.85,0.0
515,956,AINC,90.0,100.0
516,975,MLPB,25.75,0.0
517,978,JDD,12.51,20476.0
518,981,HNNA,17.87,3067.0
519,988,GFY,17.25,5284.0
520,991,FMAO,40.68,8106.0
521,998,BHACU,12.59,0.0
522,1012,ANDA,10.34,20500.0
523,1016,AMEH,18.67,32350.0
524,1042,NBD,22.35,7211.0
525,1045,LGI,19.04,21361.0
526,1046,JMLP,9.06,19902.0
527,1057,GDO,17.54,27075.0
528,1090,AMUB,17.3,0.0
529,1128,MLPZ,46.42,507.0
530,1129,MLPQ,40.3,13400.0
531,1132,KMF,14.23,51674.0
532,1138,GPAC,10.05,200.0
533,1156,BST,29.64,57423.0
534,1259,NRK,12.35,149242.0
535,1261,NAN,13.29,61307.0
536,1344,ASPU,8.24,16100.0
537,1402,AFT,16.22,23985.0
538,1434,BA,354.37,2209983.0
539,1435,IBM,163.7,1178988.0
540,1436,BP,42.79,2804147.0
541,1437,BAX,72.03,2205604.0
542,1439,BIDU,246.92,1248755.0
543,1441,BBY,73.06,892968.0
544,1442,BX,36.55,3924163.0
545,1443,BSX,27.96,7427077.0
546,1444,BIIB,347.81,517694.0
547,1445,BMY,62.6,2204607.0
548,1446,BBBY,23.08,2209784.0
549,1447,USB,57.14,1620171.0
550,1449,BLK,561.8,210754.0
551,1450,YUM,84.59,528168.0
552,1451,BTU,40.41,301549.0
553,1452,MNST,68.23,806889.0
554,1453,BK,56.7,768191.0
555,1454,FITB,33.1,1347940.0
556,1455,ZBH,127.12,601479.0
557,1456,PBR,13.36,6236090.0
558,1457,BHP,49.02,508684.0
559,1460,BEN,42.41,1486804.0
560,1462,LB,50.09,831582.0
561,1464,BMO,82.31,93073.0
562,1465,BBT,55.19,1008813.0
563,1466,BPT,20.6,94639.0
564,1469,HRB,26.54,850935.0
565,1470,BWLD,157.0,192282.0
566,1472,STI,70.7,1219409.0
567,1474,TAP,84.02,160652.0
568,1475,CNBKA,80.15,2082.0
569,1476,CBRL,176.48,69783.0
570,1477,BITA,34.79,368004.0
571,1478,BCS,11.37,720243.0
572,1479,TD,60.81,341038.0
573,1480,MTB,190.78,199512.0
574,1481,BXP,123.71,303076.0
575,1483,BMRN,90.23,851454.0
576,1484,RY,85.67,199564.0
577,1486,HBAN,16.18,5596990.0
578,1487,BCE,46.75,282602.0
579,1488,SWK,166.23,341941.0
580,1490,DSU,11.68,111166.0
581,1492,B,65.79,52937.0
582,1493,BGCP,14.31,555711.0
583,1494,BWA,56.26,277774.0
584,1495,BLL,38.28,961820.0
585,1496,TOL,46.58,1275945.0
586,1497,SAM,189.85,18872.0
587,1500,BOX,22.24,286048.0
588,1501,BC,62.78,1329744.0
589,1502,PBI,14.11,1071846.0
590,1504,CBB,17.25,53003.0
591,1505,BKE,20.05,145543.0
592,1506,BGS,33.0,399388.0
593,1507,BCEI,28.01,44746.0
594,1510,CM,99.02,58895.0
595,1512,BBL,44.52,306728.0
596,1514,TUP,57.76,853720.0
597,1516,BKMU,10.4,0.0
598,1517,BG,79.43,562045.0
599,1519,DNKN,64.65,363359.0
600,1520,BRS,15.41,126271.0
601,1521,BPOP,40.64,289321.0
602,1523,BGC,29.7,624455.0
603,1524,RBS,8.33,349165.0
604,1525,PBYI,66.85,544866.0
605,1526,NCS,18.45,184875.0
606,1528,BBD,12.7,4311701.0
607,1529,SAN,7.41,1853737.0
608,1530,EBS,48.79,65691.0
609,1531,BPL,53.92,233105.0
610,1533,BLUE,204.9,396638.0
611,1534,BDL,23.9,0.0
612,1535,STL,24.75,457222.0
613,1538,FIBK,41.85,94017.0
614,1539,EWBC,65.91,504560.0
615,1540,EAT,36.34,508734.0
616,1541,CFR,106.41,131186.0
617,1542,BNS,66.49,489527.0
618,1543,BMS,46.74,291573.0
619,1545,BCPC,79.0,82817.0
620,1546,BAS,19.49,137762.0
621,1547,WBK,25.0,47541.0
622,1549,SBGI,37.1,547406.0
623,1551,BRKR,35.61,193087.0
624,1552,BOKF,96.69,41731.0
625,1553,BKD,9.5,1555608.0
626,1554,BIO,258.53,71586.0
627,1555,WRB,72.98,160510.0
628,1556,VLY,12.57,545089.0
629,1557,VIVO,15.65,169590.0
630,1559,ONB,17.3,177872.0
631,1561,COKE,202.52,32837.0
632,1562,CBI,20.87,530367.0
633,1565,BJRI,37.75,60194.0
634,1567,BCOR,24.4,188104.0
635,1568,UBSH,37.75,279877.0
636,1569,TCBI,94.8,227884.0
637,1571,SGMO,20.85,591514.0
638,1572,RRGB,52.65,355086.0
639,1574,LCUT,17.45,6999.0
640,1576,IBN,10.98,1896364.0
641,1577,FFBC,28.5,86586.0
642,1578,DNB,123.73,74164.0
643,1579,BZUN,38.95,957966.0
644,1580,BIP,42.92,151983.0
645,1581,BHE,28.95,120099.0
646,1583,SONA,16.39,19732.0
647,1585,SASR,37.82,170768.0
648,1586,NXST,75.1,162642.0
649,1587,EVBN,42.75,1043.0
650,1589,BYD,39.47,654590.0
651,1591,BR,96.41,112905.0
652,1592,BMI,48.2,88006.0
653,1593,BIG,60.78,394775.0
654,1594,BDC,84.77,715619.0
655,1595,BCO,83.4,70809.0
656,1597,BAK,31.12,80954.0
657,1598,ZION,54.03,1506975.0
658,1599,VRA,9.29,273938.0
659,1600,SFBS,42.42,33824.0
660,1601,SBNY,154.0,161784.0
661,1603,PBH,41.83,1187352.0
662,1604,JBSS,62.62,38734.0
663,1605,JACK,90.99,276317.0
664,1607,BZH,18.54,326302.0
665,1609,BSBR,11.26,363734.0
666,1610,BRC,38.25,33134.0
667,1614,TECH,140.29,42250.0
668,1615,SPB,118.46,45485.0
669,1616,NRIM,33.45,3434.0
670,1620,IBKR,63.99,410911.0
671,1622,BPI,7.73,50526.0
672,1624,TLRD,24.19,788076.0
673,1625,OLBK,31.67,36826.0
674,1626,NYCB,14.16,1784315.0
675,1627,NBIX,85.47,270130.0
676,1628,NBHC,33.24,14626.0
677,1629,FMBI,24.86,416016.0
678,1630,FIVE,64.93,256278.0
679,1632,CNOB,29.15,60650.0
680,1633,CALA,8.0,259459.0
681,1635,BXS,33.55,121413.0
682,1637,BOH,83.67,53688.0
683,1638,BKU,41.04,254238.0
684,1639,BKH,55.55,502406.0
685,1640,BH,412.69,2140.0
686,1641,BFAM,98.2,88930.0
687,1642,BDN,17.94,1535729.0
688,1643,SBLK,11.15,376169.0
689,1644,SBCF,25.79,101508.0
690,1645,ROLL,126.0,21832.0
691,1646,PSB,122.11,18772.0
692,1647,PBIP,17.31,7756.0
693,1648,PB,75.8,171931.0
694,1650,HTBI,25.35,9151.0
695,1651,GBDC,18.17,122765.0
696,1652,FRBK,8.85,57973.0
697,1653,FIZZ,110.47,61431.0
698,1654,FFKT,39.3,3891.0
699,1655,FCNCA,425.41,12255.0
700,1658,BWXT,63.44,124127.0
701,1659,BMTC,44.9,23142.0
702,1661,BLKB,95.82,208567.0
703,1662,BBSI,69.69,9194.0
704,1663,BABY,31.05,216311.0
705,1664,WF,47.32,960.0
706,1665,OZRK,49.95,506120.0
707,1667,JBT,113.75,44232.0
708,1669,HDB,108.59,176137.0
709,1671,FBHS,70.93,538849.0
710,1672,EGBN,63.0,29674.0
711,1675,CBSH,58.51,149642.0
712,1677,BWP,12.56,1357958.0
713,1678,BUSE,30.98,59262.0
714,1679,BURL,121.71,289187.0
715,1680,BRO,52.33,119388.0
716,1681,BRKL,16.0,180707.0
717,1683,BOJA,12.25,124496.0
718,1684,BKJ,17.85,100.0
719,1685,BHB,28.03,6199.0
720,1686,BGG,24.18,102109.0
721,1687,BEAT,34.15,243890.0
722,1688,BCC,44.45,60151.0
723,1689,BANC,19.7,147101.0
724,1692,WASH,53.8,13647.0
725,1693,WABC,59.37,34616.0
726,1694,UCBI,31.68,796496.0
727,1695,PPBI,40.75,77380.0
728,1697,NBTB,36.91,39104.0
729,1699,INBK,37.45,22261.0
730,1700,IBP,71.95,34541.0
731,1702,CSFL,25.99,710219.0
732,1703,CSBK,16.33,33508.0
733,1704,CIB,45.95,39481.0
734,1705,CBU,53.3,56705.0
735,1707,CATY,43.74,291390.0
736,1708,BWINB,23.0,2236.0
737,1712,BOFI,35.97,492970.0
738,1715,BLMN,22.03,161738.0
739,1718,WIFI,24.25,151394.0
740,1720,SJT,9.79,210393.0
741,1721,SBS,11.34,430875.0
742,1722,PFBI,19.02,8626.0
743,1723,PEBK,31.5,300.0
744,1724,NX,20.7,26915.0
745,1725,LOB,26.9,53841.0
746,1726,KIN,8.75,16689.0
747,1727,IBCP,23.05,284748.0
748,1728,GWB,42.15,102232.0
749,1730,FARM,31.6,13500.0
750,1731,EBSB,20.45,85990.0
751,1732,CUDA,27.55,304308.0
752,1733,CCBG,24.53,9616.0
753,1736,CBD,23.57,67406.0
754,1737,BXMT,31.0,225946.0
755,1739,BSL,18.06,43755.0
756,1740,BRG,8.38,328731.0
757,1742,BLMT,30.6,2677.0
758,1747,BFS,54.73,19435.0
759,1748,BFR,25.29,77920.0
760,1750,BERY,59.19,284850.0
761,1751,BELFB,20.55,9064.0
762,1752,BBN,22.12,220440.0
763,1753,UBNK,16.64,102172.0
764,1754,TRST,8.6,139244.0
765,1755,TOWN,30.55,74060.0
766,1756,TBNK,30.28,4652.0
767,1760,SBH,16.61,750453.0
768,1762,NWBI,16.85,247330.0
769,1763,NML,9.85,97404.0
770,1764,NKSH,43.6,100.0
771,1765,NFBK,16.78,42369.0
772,1766,MNRO,56.5,155519.0
773,1767,LBAI,20.1,45612.0
774,1768,GRBK,11.2,9586.0
775,1769,GBT,57.9,348485.0
776,1770,FBNK,25.15,4891.0
777,1771,ETV,15.35,86441.0
778,1772,CZWI,13.61,16465.0
779,1773,CBPO,80.93,46557.0
780,1774,BSTC,42.82,6239.0
781,1775,BSRR,27.38,9804.0
782,1777,BSFT,54.9,269946.0
783,1778,BRX,16.23,2063817.0
784,1779,BPFH,15.28,110918.0
785,1783,BLX,29.295,22750.0
