,ADXR,APO,AROONOSC,CCI,Close,Earnings_date,High,Industry,Industry_weight,Low,MACD,MACD_hist,MACD_signal,MFI,Market_cap,Open,ROCP,RSI,Return,Sector,Technical_points,TimeStamp,Volume
BAC,24.7452253501,-0.017608974359,-92.8571428571,-100.617098134,32.09,Jan 17 BMO,32.11,Money Center Banks,1.0,32.09,-0.00881699710763,-0.00676324945473,-0.0020537476529,10.7285922236,3.14e+11,32.11,-0.00171099704464,36.4566131083,-0.000311623558741,Financial,4.0,2018-01-24 21:00:00,6634660.0
AAPL,24.9615209819,-0.0104269230776,-50.0,65.4685718119,174.22,Feb 01 AMC,174.22,Electronic Equipment,1.0,174.17,0.00471675757149,0.0110894931286,-0.00637273555716,82.4742910719,8.98e+11,174.22,0.000531219939412,54.3951147651,0.0,Consumer Goods,4.0,2018-01-24 21:00:00,2448646.0
